Text Inputs : Specimen label,"22L.3"
General : Start Date,13/11/2018 5:14 PM

Time,Extension,Load,Segment ID,Total Cycle Count
(sec),(mm),(N),,
1.08000,-2.22335,-5.50134,22476,0
1.10000,-2.22668,-5.48747,22476,0
1.12000,-2.22998,-5.52951,22476,0
1.14000,-2.23330,-5.53892,22476,0
1.16000,-2.23665,-5.55409,22476,0
1.18000,-2.24001,-5.60495,22476,0
1.20000,-2.24334,-5.63299,22476,0
1.22000,-2.24665,-5.64327,22476,0
1.24000,-2.24998,-5.66937,22476,0
1.26000,-2.25334,-5.66483,22476,0
1.28000,-2.25671,-5.68683,22476,0
1.30000,-2.26006,-5.68757,22476,0
1.32000,-2.26340,-5.68112,22476,0
1.34000,-2.26674,-5.67601,22476,0
1.36000,-2.27011,-5.70873,22476,0
1.38000,-2.27345,-5.73431,22476,0
1.40000,-2.27677,-5.77167,22476,0
1.42000,-2.28007,-5.82333,22476,0
1.44000,-2.28340,-5.82270,22476,0
1.46000,-2.28677,-5.82288,22476,0
1.48000,-2.29012,-5.84274,22476,0
1.50000,-2.29342,-5.83691,22476,0
1.52000,-2.29673,-5.80223,22476,0
1.54000,-2.30009,-5.84833,22476,0
1.56000,-2.30346,-5.88537,22476,0
1.58000,-2.30680,-5.86995,22476,0
1.60000,-2.31009,-5.90040,22476,0
1.62000,-2.31338,-5.96701,22476,0
1.64000,-2.31672,-5.98515,22476,0
1.66000,-2.32006,-5.99963,22476,0
1.68000,-2.32338,-6.00355,22476,0
1.70000,-2.32668,-5.98056,22476,0
1.72000,-2.32998,-6.00817,22476,0
1.74000,-2.33333,-6.05342,22476,0
1.76000,-2.33671,-6.08743,22476,0
1.78000,-2.34007,-6.10076,22476,0
1.80000,-2.34340,-6.11942,22476,0
1.82000,-2.34673,-6.11553,22476,0
1.84000,-2.35007,-6.13184,22476,0
1.86000,-2.35342,-6.14095,22476,0
1.88000,-2.35675,-6.17572,22476,0
1.90000,-2.36006,-6.20759,22476,0
1.92000,-2.36336,-6.20971,22476,0
1.94000,-2.36670,-6.24448,22476,0
1.96000,-2.37005,-6.24883,22476,0
1.98000,-2.37339,-6.24227,22476,0
2.00000,-2.37670,-6.26147,22476,0
2.02000,-2.38002,-6.27844,22476,0
2.04000,-2.38338,-6.34152,22476,0
2.06000,-2.38677,-6.36791,22476,0
2.08000,-2.39013,-6.43786,22476,0
2.10000,-2.39346,-6.48059,22476,0
2.12000,-2.39679,-6.43457,22476,0
2.14000,-2.40014,-6.43830,22476,0
2.16000,-2.40350,-6.43465,22476,0
2.18000,-2.40683,-6.47122,22476,0
2.20000,-2.41013,-6.48896,22476,0
2.22000,-2.41344,-6.52952,22476,0
2.24000,-2.41678,-6.54062,22476,0
2.26000,-2.42014,-6.59074,22476,0
2.28000,-2.42348,-6.55791,22476,0
2.30000,-2.42679,-6.62326,22476,0
2.32000,-2.43010,-6.62896,22476,0
2.34000,-2.43343,-6.63680,22476,0
2.36000,-2.43679,-6.68342,22476,0
2.38000,-2.44012,-6.68422,22476,0
2.40000,-2.44341,-6.67158,22476,0
2.42000,-2.44670,-6.69055,22476,0
2.44000,-2.45002,-6.67883,22476,0
2.46000,-2.45337,-6.68937,22476,0
2.48000,-2.45671,-6.72621,22476,0
2.50000,-2.46003,-6.75713,22476,0
2.52000,-2.46333,-6.75285,22476,0
2.54000,-2.46667,-6.80716,22476,0
2.56000,-2.47004,-6.86633,22476,0
2.58000,-2.47342,-6.86039,22476,0
2.60000,-2.47676,-6.88486,22476,0
2.62000,-2.48008,-6.87789,22476,0
2.64000,-2.48339,-6.87875,22476,0
2.66000,-2.48673,-6.94495,22476,0
2.68000,-2.49007,-6.95649,22476,0
2.70000,-2.49339,-6.91822,22476,0
2.72000,-2.49671,-6.91528,22476,0
2.74000,-2.50003,-7.00320,22476,0
2.76000,-2.50338,-6.95934,22476,0
2.78000,-2.50675,-6.97728,22476,0
2.80000,-2.51009,-7.02134,22476,0
2.82000,-2.51342,-7.06264,22476,0
2.84000,-2.51676,-7.06338,22476,0
2.86000,-2.52011,-6.98340,22476,0
2.88000,-2.52347,-7.07950,22476,0
2.90000,-2.52679,-7.09604,22476,0
2.92000,-2.53010,-7.13373,22476,0
2.94000,-2.53341,-7.11228,22476,0
2.96000,-2.53675,-7.14296,22476,0
2.98000,-2.54011,-7.16418,22476,0
3.00000,-2.54343,-7.19594,22476,0
3.02000,-2.54674,-7.19960,22476,0
3.04000,-2.55006,-7.28896,22476,0
3.06000,-2.55341,-7.23920,22476,0
3.08000,-2.55678,-7.26473,22476,0
3.10000,-2.56011,-7.28284,22476,0
3.12000,-2.56341,-7.33505,22476,0
3.14000,-2.56671,-7.32757,22476,0
3.16000,-2.57003,-7.31772,22476,0
3.18000,-2.57338,-7.28239,22476,0
3.20000,-2.57670,-7.31297,22476,0
3.22000,-2.58000,-7.33804,22476,0
3.24000,-2.58328,-7.38015,22476,0
3.26000,-2.58661,-7.37381,22476,0
3.28000,-2.58997,-7.41652,22476,0
3.30000,-2.59331,-7.45440,22476,0
3.32000,-2.59663,-7.47917,22476,0
3.34000,-2.59995,-7.51271,22476,0
